student_id,age,study_hours_per_day,social_media_hours,netflix_hours,attendance_percentage,sleep_hours,exercise_frequency,mental_health_rating,previous_gpa,semester,stress_level,dropout_risk,social_activity,screen_time,parental_support_level,motivation_level,exam_anxiety_score,time_management_score,exam_score,study_to_social_ratio,work_life_balance,academic_engagement,stress_support_ratio,total_distractions,sleep_deficit,study_efficiency,habit_cluster,gender_Male,gender_Other,major_Biology,major_Business,major_Computer Science,major_Engineering,major_Psychology,part_time_job_Yes,diet_quality_Good,diet_quality_Poor,parental_education_level_High School,parental_education_level_Master,parental_education_level_PhD,parental_education_level_Some College,internet_quality_Low,internet_quality_Medium,extracurricular_participation_Yes,study_environment_Co-Learning Group,study_environment_Dorm,study_environment_Library,study_environment_Quiet Room,access_to_tutoring_Yes,family_income_range_Low,family_income_range_Medium,learning_style_Kinesthetic,learning_style_Reading,learning_style_Visual
139981,26,5.44600133945783,0.0,3.8,40.7,6.8,4,4.2,3.06,3,6.9,Yes,3,9.6,6,5,10,1.4,91,5.44600133945783,16.24600133945783,0.5698,0.9857142857142858,3.8,1.2000000000000002,7.624401875240961,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
139982,26,3.2,0.7,0.5,40.1,4.0,3,1.0,2.97,8,4.0,No,0,4.5,7,6,9,7.7,71,1.8823529411764708,10.2,3.0877000000000003,0.5,1.2,4.0,24.64,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
139983,20,1.5,4.7,2.8,71.5,8.3,7,9.5,3.04,1,5.9,No,4,10.2,10,1,10,3.7,72,0.2631578947368421,16.8,2.6455,0.5363636363636364,7.5,-0.3000000000000007,5.550000000000001,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
139984,28,3.8,4.2,2.8,78.3,6.1,0,8.0,3.54,4,1.4,No,4,12.2,10,1,10,1.5,96,0.7307692307692307,9.899999999999999,1.1744999999999999,0.12727272727272726,7.0,1.9000000000000004,5.699999999999999,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
139985,20,5.9,2.5,1.0,60.1,6.3,6,9.5,3.44,8,6.3,Yes,3,9.8,10,3,10,3.0,93,1.6857142857142857,18.2,1.8030000000000002,0.5727272727272728,3.5,1.7000000000000002,17.700000000000003,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1
139986,27,4.9,4.4,2.9,74.0,5.0,7,8.7,4.0,3,5.0,No,1,13.0,1,2,10,7.4,100,0.9074074074074074,16.9,5.476,2.5,7.300000000000001,3.0,36.260000000000005,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0
139987,23,7.4,3.9,2.3,48.1,6.6,6,6.3,3.99,5,3.7,No,0,14.2,10,1,10,6.1,82,1.510204081632653,20.0,2.9340999999999995,0.33636363636363636,6.199999999999999,1.4000000000000004,45.14,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0
139988,17,2.0,3.1,3.9,93.8,7.9,4,7.0,3.53,6,6.8,No,3,9.5,9,2,10,8.0,96,0.48780487804878053,13.9,7.504,0.6799999999999999,7.0,0.09999999999999964,16.0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
139989,16,3.5,4.8,3.9,95.9,8.4,0,9.3,3.91,3,4.2,No,2,12.5,5,5,10,3.4,98,0.603448275862069,11.9,3.2606,0.7000000000000001,8.7,-0.40000000000000036,11.9,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
139990,17,1.3,3.8,2.5,41.8,7.7,7,4.0,2.77,5,7.6,Yes,5,7.6,10,6,9,1.6,71,0.27083333333333337,16.0,0.6688,0.6909090909090909,6.3,0.2999999999999998,2.08,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
139991,23,4.226311015881952,0.3,0.7,52.4,4.0,5,5.8,3.82,3,3.5,No,5,6.7,5,2,10,5.8,100,3.2510084737553475,13.22631101588195,3.0391999999999997,0.5833333333333334,1.0,4.0,24.51260389211532,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
139992,16,3.370963701449004,2.9,2.1,61.0,5.7,0,7.1,3.94,7,5.0,No,3,9.3,1,7,8,7.2,100,0.8643496670382061,9.070963701449005,4.3919999999999995,2.5,5.0,2.3,24.27093865043283,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
139993,28,2.2,1.5,3.9,40.6,6.7,6,2.0,4.0,7,7.8,Yes,3,8.6,5,9,6,6.4,100,0.8800000000000001,14.9,2.5984000000000003,1.3,5.4,1.2999999999999998,14.080000000000002,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
139994,21,5.1,0.2,0.0,61.4,6.4,2,4.3,3.13,3,1.8,No,3,6.7,1,2,10,8.6,80,4.25,13.5,5.280399999999999,0.9,0.2,1.5999999999999996,43.85999999999999,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
139995,20,2.5393587207222503,4.5,2.0,90.3,4.2,5,3.7,2.93,3,2.4,No,4,9.7,6,8,7,9.2,79,0.4617015855858637,11.739358720722251,8.307599999999999,0.34285714285714286,6.5,3.8,23.3621002306447,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
139996,26,4.9,4.0,1.4,71.1,6.8,4,7.1,2.75,5,4.6,No,4,10.8,6,4,10,7.3,72,0.9800000000000001,15.7,5.1903,0.6571428571428571,5.4,1.2000000000000002,35.77,2,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1
139997,26,2.9,5.0,3.7,51.5,4.0,6,5.9,4.0,3,5.9,Yes,4,13.2,10,5,10,1.6,98,0.48333333333333334,12.9,0.8240000000000001,0.5363636363636364,8.7,4.0,4.64,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
139998,20,7.1,1.6,0.6,50.6,8.3,1,4.7,4.0,6,5.6,Yes,3,10.1,1,3,10,8.0,100,2.7307692307692304,16.4,4.048,2.8,2.2,-0.3000000000000007,56.8,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
139999,24,4.241443014082544,2.6,2.4,98.7,6.4,6,7.5,3.64,1,1.6,No,0,10.3,2,6,9,3.0,86,1.178178615022929,16.641443014082544,2.9610000000000003,0.5333333333333333,5.0,1.5999999999999996,12.724329042247632,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
140000,28,3.1,1.9,1.1,69.8,4.0,5,8.3,4.0,5,8.6,No,0,7.8,6,10,5,6.8,93,1.0689655172413794,12.1,4.7463999999999995,1.2285714285714284,3.0,4.0,21.08,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0
140001,26,5.647670619507946,0.4,0.4,50.9,8.7,5,10.0,4.0,2,6.0,No,3,6.8,6,6,9,6.0,100,4.034050442505676,19.347670619507944,3.054,0.8571428571428571,0.8,-0.6999999999999993,33.88602371704768,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1
140002,22,3.9,3.7,1.2,53.9,5.7,7,5.1,3.11,1,6.2,No,3,9.8,4,2,10,6.9,80,0.8297872340425532,16.6,3.7191,1.24,4.9,2.3,26.91,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0
140003,28,3.8,0.4,1.6,99.1,8.1,5,4.4,4.0,2,5.8,No,4,7.0,5,7,8,6.1,94,2.7142857142857144,16.9,6.045099999999999,0.9666666666666667,2.0,-0.09999999999999964,23.179999999999996,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
140004,26,3.1,1.1,0.9,51.4,6.5,1,9.2,3.11,4,6.4,No,1,6.9,1,9,6,1.7,78,1.4761904761904763,10.6,0.8737999999999999,3.2,2.0,1.5,5.27,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
140005,19,5.5,2.2,1.2,88.9,8.3,4,8.8,3.43,6,3.6,No,2,10.8,5,8,7,3.5,87,1.71875,17.8,3.1115000000000004,0.6,3.4000000000000004,-0.3000000000000007,19.25,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
140006,27,2.3,0.8,2.4,86.4,8.0,0,4.9,3.75,4,2.0,No,5,6.5,1,8,7,8.7,98,1.2777777777777777,10.3,7.5168,1.0,3.2,0.0,20.009999999999998,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
140007,23,6.461500214611887,3.5,2.2,71.0,6.7,6,5.9,4.0,8,2.6,No,5,12.7,2,9,6,1.7,100,1.4358889365804195,19.161500214611888,1.207,0.8666666666666667,5.7,1.2999999999999998,10.984550364840208,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
140008,22,2.7,1.3,0.5,60.2,8.4,2,8.0,2.69,4,6.8,Yes,0,6.4,2,3,10,1.4,66,1.173913043478261,13.100000000000001,0.8428,2.2666666666666666,1.8,-0.40000000000000036,3.78,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
140009,24,2.543949684999389,3.4,0.4,88.3,8.1,5,6.0,3.57,7,6.0,No,5,7.6,5,10,5,5.2,91,0.5781703829544065,15.643949684999388,4.591600000000001,1.0,3.8,-0.09999999999999964,13.228538361996822,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0
140010,24,6.0,4.2,3.6,75.6,6.8,3,4.9,3.35,5,4.3,No,5,13.9,2,8,7,7.6,83,1.1538461538461537,15.8,5.7456,1.4333333333333333,7.800000000000001,1.2000000000000002,45.599999999999994,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0
140011,22,3.9,2.9,2.3,69.2,6.2,4,8.3,3.23,3,4.0,No,1,9.7,3,7,8,7.2,83,1.0,14.1,4.9824,1.0,5.199999999999999,1.7999999999999998,28.08,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
140012,17,0.5,1.7,0.9,82.8,9.8,4,5.8,4.0,1,1.3,No,1,3.3,5,2,10,7.9,99,0.18518518518518517,14.3,6.5412,0.21666666666666667,2.6,-1.8000000000000007,3.95,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
140013,28,4.5,2.3,0.0,72.8,6.4,0,10.0,4.0,1,3.4,No,4,7.9,6,7,8,1.1,98,1.3636363636363638,10.9,0.8008,0.4857142857142857,2.3,1.5999999999999996,4.95,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
140014,27,3.8,2.1,1.3,66.2,7.4,5,5.7,2.74,3,3.4,Yes,3,9.1,1,1,10,2.9,61,1.225806451612903,16.2,1.9198,1.7,3.4000000000000004,0.5999999999999996,11.02,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
140015,22,1.0,3.2,1.1,49.2,4.6,6,4.5,3.12,3,6.8,Yes,5,6.6,7,5,10,1.3,71,0.23809523809523808,11.6,0.6396000000000001,0.85,4.300000000000001,3.4000000000000004,1.3,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
140016,26,3.0,4.1,2.4,64.2,8.5,3,3.5,3.82,1,3.2,Yes,1,10.9,1,9,6,1.2,91,0.5882352941176471,14.5,0.7704000000000001,1.6,6.5,-0.5,3.5999999999999996,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
140017,20,1.3,1.1,0.3,76.3,8.4,0,4.8,3.21,1,1.0,No,4,2.8,4,5,10,2.2,80,0.6190476190476191,9.700000000000001,1.6786,0.2,1.4000000000000001,-0.40000000000000036,2.8600000000000003,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
140018,16,5.1,3.8,4.0,81.7,5.7,6,4.9,4.0,8,6.2,No,4,13.1,5,9,6,1.0,99,1.0625,16.8,0.8170000000000001,1.0333333333333334,7.8,2.3,5.1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
140019,21,1.9,4.2,3.9,54.9,7.2,6,6.1,3.45,7,5.2,No,5,11.6,4,10,5,7.8,84,0.36538461538461536,15.1,4.2822,1.04,8.1,0.7999999999999998,14.819999999999999,2,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
140020,21,5.741300083742635,2.0,1.8,47.2,7.0,5,7.8,3.4,1,4.5,No,1,10.6,1,2,10,8.8,82,1.9137666945808782,17.741300083742637,4.153600000000001,2.25,3.8,1.0,50.52344073693519,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
140021,25,3.8,4.2,1.1,94.7,6.3,3,7.2,3.07,4,4.0,No,3,9.9,9,7,8,9.1,89,0.7307692307692307,13.1,8.6177,0.4,5.300000000000001,1.7000000000000002,34.58,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
140022,26,4.0,1.9,1.9,56.7,5.4,7,6.1,4.0,7,3.8,No,0,8.0,9,5,10,6.3,97,1.3793103448275863,16.4,3.5721,0.38,3.8,2.5999999999999996,25.2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
140023,23,5.331961401060244,2.9,0.2,92.8,6.8,4,4.7,4.0,2,4.1,No,5,9.6,5,8,7,5.2,100,1.3671695900154472,16.131961401060245,4.8256,0.6833333333333332,3.1,1.2000000000000002,27.72619928551327,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1
140024,22,5.6,2.5,2.1,65.0,7.2,2,8.0,3.65,5,6.2,No,3,10.4,3,5,10,2.6,91,1.5999999999999999,14.8,1.69,1.55,4.6,0.7999999999999998,14.559999999999999,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
140025,19,6.056083763740402,1.8,2.9,97.3,7.1,3,7.699999999999999,4.0,6,8.8,No,3,12.4,1,1,10,7.6,88,2.162887058478715,16.1560837637404,7.394799999999999,4.4,4.7,0.9000000000000004,46.02623660442705,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
140026,26,5.6,4.2,1.8,64.7,4.0,4,6.1,4.0,7,8.9,No,3,12.9,6,9,6,4.3,98,1.0769230769230769,13.6,2.7821,1.2714285714285716,6.0,4.0,24.08,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
140027,20,5.4,1.0,1.8,91.3,6.0,1,7.3,4.0,1,4.1,No,4,9.3,7,8,7,5.2,100,2.7,12.4,4.7476,0.5125,2.8,2.0,28.080000000000002,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
140028,25,8.3,2.2,3.5,79.2,4.1,6,4.1,3.99,2,6.0,No,2,15.0,2,6,9,9.1,100,2.59375,18.4,7.2072,2.0,5.7,3.9000000000000004,75.53,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0
140029,27,3.9,4.9,1.4,60.4,7.2,6,7.0,4.0,7,4.8,No,3,10.6,4,5,10,7.5,100,0.6610169491525423,17.1,4.53,0.96,6.300000000000001,0.7999999999999998,29.25,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0
140030,16,2.2,4.5,2.8,90.3,7.3,6,6.1,3.57,6,7.1,No,1,9.6,3,4,10,9.8,90,0.4,15.5,8.849400000000001,1.775,7.3,0.7000000000000002,21.560000000000002,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
140031,28,4.53322103045158,5.0,0.5,85.7,4.9,6,6.3,3.96,2,5.3,No,2,11.9,9,9,6,4.6,100,0.7555368384085966,15.43322103045158,3.9421999999999997,0.53,5.5,3.0999999999999996,20.852816740077266,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
140032,28,2.1,4.0,0.4,76.7,9.3,6,3.6,3.07,1,6.3,No,4,7.1,7,6,9,4.3,81,0.42000000000000004,17.4,3.2981,0.7875,4.4,-1.3000000000000007,9.03,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
140033,17,3.7,2.4,1.3,42.6,6.0,7,8.7,3.71,4,3.3,No,0,9.4,2,10,5,3.7,87,1.0882352941176472,16.7,1.5762,1.0999999999999999,3.7,2.0,13.690000000000001,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
140034,18,1.5,5.0,0.9,48.5,6.5,0,3.8,3.03,6,5.8,No,1,7.9,1,6,9,7.5,75,0.25,8.0,3.6375,2.9,5.9,1.5,11.25,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
140035,16,6.0,4.7,0.4,94.7,6.6,1,6.0,3.9,7,7.0,No,3,13.0,1,1,10,3.8,100,1.0526315789473684,13.6,3.5986000000000002,3.5,5.1000000000000005,1.4000000000000004,22.799999999999997,2,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
140036,16,7.389269588982438,2.4,0.3,93.4,5.1,2,5.8,4.0,6,2.3,No,0,10.8,6,4,10,3.0,100,2.1733145849948348,14.489269588982438,2.8020000000000005,0.32857142857142857,2.6999999999999997,2.9000000000000004,22.167808766947314,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
140037,28,6.2,0.8,0.4,87.7,5.0,0,9.1,3.44,6,3.0,No,2,8.9,6,1,10,4.9,89,3.4444444444444446,11.2,4.2973,0.42857142857142855,1.2000000000000002,3.0,30.380000000000003,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
140038,21,0.0,1.9,1.0,75.7,8.2,1,5.8,2.81,8,7.6,No,2,4.8,10,3,10,4.5,66,0.0,9.2,3.4065000000000003,0.6909090909090909,2.9,-0.1999999999999993,0.0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
140039,20,5.56565697490068,1.9,1.1,75.5,8.3,1,7.9,3.13,1,2.4,No,5,9.9,1,3,10,6.1,77,1.9191920603105794,14.86565697490068,4.605499999999999,1.2,3.0,-0.3000000000000007,33.950507546894144,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
140040,24,3.4,2.6,2.2,56.6,8.4,5,5.4,3.24,5,5.9,No,2,9.0,5,5,10,4.1,77,0.9444444444444444,16.8,2.3205999999999998,0.9833333333333334,4.800000000000001,-0.40000000000000036,13.939999999999998,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
140041,28,4.9,1.5,2.5,50.7,7.7,6,7.9,4.0,4,4.7,No,0,9.6,8,9,6,3.5,97,1.9600000000000002,18.6,1.7745000000000002,0.5222222222222223,4.0,0.2999999999999998,17.150000000000002,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
140042,18,2.7,1.3,2.2,58.0,5.1,3,4.9,2.83,5,4.4,Yes,2,7.1,7,4,10,2.8,77,1.173913043478261,10.8,1.6239999999999997,0.55,3.5,2.9000000000000004,7.56,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
140043,24,7.6,4.4,0.1,61.2,4.6,7,7.1,4.0,5,2.5,No,4,13.7,3,2,10,8.9,100,1.4074074074074072,19.2,5.4468000000000005,0.625,4.5,3.4000000000000004,67.64,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1
140044,24,5.5,3.8,3.8,95.9,10.6,4,6.2,4.0,7,6.3,No,3,14.1,7,8,7,9.0,99,1.1458333333333335,20.1,8.631,0.7875,7.6,-2.5999999999999996,49.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
140045,17,4.2,1.3,2.8,96.8,8.7,0,8.4,3.37,5,5.9,No,0,9.7,4,9,6,9.9,86,1.8260869565217392,12.899999999999999,9.5832,1.1800000000000002,4.1,-0.6999999999999993,41.580000000000005,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
140046,22,6.5,0.5,2.1,88.0,7.8,4,6.3,4.0,6,6.6,No,0,11.0,4,3,10,5.3,98,4.333333333333333,18.3,4.664,1.3199999999999998,2.6,0.20000000000000018,34.449999999999996,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
140047,20,4.1,1.5,0.5,45.8,6.5,3,5.3,2.47,2,4.6,Yes,1,7.8,7,4,10,2.0,68,1.64,13.6,0.9159999999999999,0.575,2.0,1.5,8.2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
140048,17,7.2,0.4,1.1,83.3,7.5,1,3.3,4.0,7,3.0,No,4,10.1,5,1,10,8.6,100,5.142857142857143,15.7,7.1638,0.5,1.5,0.5,61.92,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
140049,25,1.7,1.1,3.8,53.7,7.0,5,9.0,2.6,3,5.1,No,2,7.8,1,3,10,9.7,70,0.8095238095238094,13.7,5.2089,2.55,4.9,1.0,16.49,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0
140050,19,4.7,4.1,2.7,65.4,7.1,3,5.7,4.0,5,7.9,Yes,5,13.2,3,5,10,3.2,100,0.9215686274509804,14.8,2.0928000000000004,1.975,6.8,0.9000000000000004,15.040000000000001,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
140051,27,3.6,3.4,2.3,53.4,7.9,3,7.300000000000001,4.0,5,7.9,Yes,5,10.3,4,3,10,2.2,100,0.8181818181818181,14.5,1.1748,1.58,5.699999999999999,0.09999999999999964,7.920000000000001,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
140052,23,1.1,1.8,3.7,64.5,8.8,6,5.2,3.36,6,3.3,No,2,7.6,4,3,10,5.5,83,0.3928571428571429,15.9,3.5475,0.6599999999999999,5.5,-0.8000000000000007,6.050000000000001,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
140053,28,2.3,3.1,2.3,81.9,7.7,4,3.6,3.05,5,5.4,No,5,8.9,1,7,8,9.6,68,0.5609756097560976,14.0,7.8624,2.7,5.4,0.2999999999999998,22.08,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
140054,26,2.7,0.4,1.3,81.4,6.3,6,7.7,4.0,1,4.4,No,0,6.1,8,9,6,3.4,96,1.9285714285714288,15.0,2.7676,0.48888888888888893,1.7000000000000002,1.7000000000000002,9.18,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
140055,23,2.9,2.0,2.8,61.4,8.9,1,5.5,2.67,2,7.6,Yes,5,8.8,7,8,7,6.5,77,0.9666666666666667,12.8,3.9909999999999997,0.95,4.8,-0.9000000000000004,18.849999999999998,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
140056,18,5.348900572877299,2.5,1.1,68.5,6.1,5,4.5,3.4,1,6.4,No,5,10.7,5,9,6,7.8,95,1.5282573065363712,16.4489005728773,5.343,1.0666666666666667,3.6,1.9000000000000004,41.72142446844293,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
140057,28,2.9,1.2,0.2,82.0,6.8,2,6.8,4.0,6,2.4,No,4,5.7,1,4,10,5.4,98,1.3181818181818181,11.7,4.428,1.2,1.4,1.2000000000000002,15.66,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
140058,19,3.9,3.4,2.0,43.5,8.3,2,8.4,2.71,5,4.1,No,5,10.1,7,1,10,5.0,63,0.8863636363636362,14.200000000000001,2.175,0.5125,5.4,-0.3000000000000007,19.5,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
140059,21,7.9,4.8,0.1,93.1,6.0,3,6.7,3.83,6,5.3,No,4,14.0,6,5,10,3.3,93,1.3620689655172415,16.9,3.0723,0.7571428571428571,4.8999999999999995,2.0,26.07,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
140060,17,2.9,1.9,2.2,80.8,6.8,7,5.8,3.62,8,7.3,No,3,8.0,10,1,10,7.2,94,1.0,16.7,5.8176,0.6636363636363636,4.1,1.2000000000000002,20.88,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
140061,28,4.994769615414896,3.2,1.7,67.0,4.8,1,6.5,3.9,7,6.5,No,3,11.7,1,7,8,6.0,90,1.1892308608130704,10.794769615414896,4.02,3.25,4.9,3.2,29.968617692489374,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
140062,18,3.799678062042093,4.9,3.1,82.1,6.6,4,8.3,4.0,4,2.2,No,0,12.2,3,2,10,4.2,100,0.644013230854592,14.399678062042092,3.4482,0.55,8.0,1.4000000000000004,15.958647860576791,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
140063,25,2.2,4.9,1.9,47.7,8.5,2,6.5,4.0,4,1.7,Yes,1,10.8,9,5,10,2.6,100,0.3728813559322034,12.7,1.2402000000000002,0.16999999999999998,6.800000000000001,-0.5,5.720000000000001,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
